"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rplp2",2.235027489235e-13,-0.634882989174355,1,1,8.21439653118538e-09
"Dglucy",2.32647189817485e-13,-1.03526866105241,0.139,0.741,8.55048216736203e-09
"Prdm14",2.34245686394536e-13,-1.21802469124904,0.304,0.931,8.60923171205838e-09
"Foxo3",2.38499816931936e-13,-0.963674904757033,0.975,1,8.76558377169943e-09
"Gm10282",2.46388256581377e-13,0.28873124803079,1,1,9.05550759413534e-09
"Baz2b",2.54516637223741e-13,-1.50754850611239,1,1,9.35424996788414e-09
"Qpct",2.55478045254931e-13,-0.660330988736777,0.139,0.759,9.38958459725447e-09
"Kif1a",2.64279875375092e-13,0.88859265298512,0.684,0.052,9.71307825966074e-09
"Cdkn1c",2.73279965063807e-13,0.86143349961501,0.873,0.328,1.00438585559901e-08
"Dnmt3a",2.75474110796241e-13,1.61206231099534,1,0.793,1.01244999940942e-08
"Ptges3-ps",3.19273229122754e-13,0.876847697952549,1,1,1.17342489899486e-08
"Gm4340",3.39880035635433e-13,-0.61227518446648,0,0.534,1.24916109497091e-08
"Ftl1-ps1",3.40578404979182e-13,0.740030715260262,1,1,1.25172781181999e-08
"Zbtb44",3.51748501489638e-13,-1.47174353459936,1,1,1.29278126752487e-08
"Gm12191",3.7517876460918e-13,-0.32571763940091,1,1,1.37889451356812e-08
"Dpp4",3.78171796555112e-13,-0.864751385106948,0.278,0.879,1.389894803879e-08
"Cd37",3.88535921984393e-13,-0.739286524978376,0.215,0.793,1.42798607406924e-08
"Pdzrn4",4.07159428166555e-13,-0.459810059427577,0.101,0.69,1.49643304634054e-08
"Gng2",4.25027559908902e-13,0.842582507023008,0.962,0.5,1.56210379093319e-08
"Gm13443",4.2672984905797e-13,0.468251128047087,1,0.983,1.56836021424276e-08
"H3f3b",4.40667948330811e-13,1.1821422674373,1,1,1.61958691050023e-08
"Cgrrf1",4.41231590380174e-13,0.373231531334533,0.671,0.034,1.62165846412425e-08
"Crb3",4.4314706803307e-13,0.375114507969509,0.873,0.259,1.62869841914194e-08
"Dtd1",4.48859959082101e-13,0.898744080258796,1,0.81,1.64969500761445e-08
"2310043M15Rik",4.62185226233477e-13,-0.766775762849101,0.101,0.672,1.6986693619759e-08
"Flnc",4.85155816800598e-13,0.613095140922674,0.759,0.19,1.78309317348724e-08
"Tspan7",4.91019577989373e-13,0.401732850387136,0.734,0.103,1.80464425498434e-08
"Fah",5.16708523844592e-13,0.481984408022382,0.886,0.224,1.89905883768603e-08
"Mapk1ip1l",5.17347276934721e-13,0.965268997527861,1,1,1.90140644691818e-08
"Ddr1",5.21639696647141e-13,0.679814518385632,0.924,0.414,1.91718237708724e-08
"Mnd1",5.66117176128514e-13,0.381842285218802,0.937,0.414,2.08065045742513e-08
"Tuba3a",5.93548011560544e-13,-1.82457000113115,0.443,0.948,2.18146700688847e-08
"Ndufa13",6.07086227119678e-13,-0.674937555895559,1,1,2.23122401053295e-08
"Tmem2",6.26015890721608e-13,1.71783395812642,1,0.914,2.30079620316913e-08
"1700061G19Rik",6.46458898031477e-13,-1.46444513904733,0.595,0.931,2.37593038793509e-08
"Psma7",6.68088690647325e-13,0.718666414135153,1,1,2.45542636473611e-08
"Myo5a",6.71686414681308e-13,0.920880101327014,0.987,0.517,2.46864907987821e-08
"Pfkl",6.72168333425016e-13,1.31116202128723,0.987,0.741,2.47042027583696e-08
"Prickle2",6.85194992078803e-13,-0.696632454169265,0.165,0.741,2.51829715438723e-08
"2200002D01Rik",6.85429209273468e-13,0.315253219723954,0.823,0.224,2.51915797284278e-08
"Nfkb1",7.06462036100114e-13,0.466408564114498,0.848,0.241,2.59645992127875e-08
"Igf2bp1",7.12059231318974e-13,0.979493203304624,1,1,2.61703129286662e-08
"Klf4",7.31330401615125e-13,-1.32924747028393,0.899,1,2.68785862505607e-08
"Oas1a",7.7552272883867e-13,-0.627484233269558,0.177,0.741,2.85027868530076e-08
"Cd63",7.83390656416028e-13,-1.03213176566972,1,1,2.87919567952583e-08
"Gm6803",8.26279380906023e-13,-2.76941401058525,0.025,0.569,3.03682460864391e-08
"Bcar1",8.33600756070536e-13,0.62656968385926,0.949,0.397,3.06373285878604e-08
"Krt19",8.33724204302462e-13,1.07722874890164,0.633,0.017,3.06418656807284e-08
"Rdh13",8.34794174762777e-13,-1.26107370152824,1,1,3.06811903050563e-08
"Rpp25",8.36018771669903e-13,-0.701753055106491,0.734,1,3.07261979151839e-08
"Tiam2",8.91107319469703e-13,-0.568168194231165,0.38,0.897,3.275086731247e-08
"Krt8",9.52137455501761e-13,3.56647381740958,0.937,0.328,3.49939079020562e-08
"Ppp1r14d",9.53692625575464e-13,-0.396136914510719,0.076,0.638,3.5051065067775e-08
"Epp13",9.94801754483681e-13,-0.806004935337697,0.608,0.966,3.65619488825387e-08
"Mylpf",9.99669561047395e-13,-1.13718607455384,0.873,1,3.67408553771749e-08
"Gm12715",1.04214447933321e-12,1.2477314925614,1,1,3.83019360489335e-08
"Ipo5",1.04214447933321e-12,1.43819282148909,1,1,3.83019360489335e-08
"Pmaip1",1.13935797513409e-12,0.94621920403431,0.886,0.379,4.18748236601031e-08
"Dcun1d5",1.22040904258929e-12,0.591476218570048,1,1,4.48536935422842e-08
"Fgfr2",1.22921513709148e-12,0.414252628748876,0.709,0.069,4.51773439335232e-08
"Gm13212",1.25949551997149e-12,-0.404935453545222,1,1,4.62902388455121e-08
"Snrpert",1.29980960540945e-12,0.345251014797495,1,1,4.77719024276134e-08
"Nabp1",1.38036758009186e-12,0.910023121593544,0.937,0.448,5.0732649671116e-08
"Gm5805",1.42850089659943e-12,0.498050132244923,1,1,5.25016934527189e-08
"Pip5k1b",1.47462534590532e-12,-0.390195938608196,0.278,0.845,5.41969053380584e-08
"Pfkp",1.52025185068133e-12,-1.59693011822766,0.949,1,5.58738162680909e-08
"Kif21a",1.53778991340253e-12,0.413514759509322,0.848,0.172,5.65183926872832e-08
"Gm6483",1.56967030217001e-12,-0.427279739787421,1,1,5.76900926156543e-08
"H2afy",1.61970116539914e-12,-0.97888627603809,1,1,5.95288769319145e-08
"Hspa5",1.61970116539914e-12,1.57834496747771,1,1,5.95288769319145e-08
"Srrm4os",1.71371313660401e-12,-0.261397634054492,0.468,0.897,6.2984098909607e-08
"Rps10",1.77936765250455e-12,-0.563534832619807,1,1,6.53970993324997e-08
"Utf1",1.79848828665325e-12,1.36359434318217,0.987,0.879,6.60998399993669e-08
"Uqcr11",1.89428689552377e-12,-0.667619830908703,1,1,6.96207262711852e-08
"Grhl2",1.9309365712455e-12,0.806269750704983,0.949,0.483,7.09677118029859e-08
"Gm21411",1.9544458710642e-12,-0.626553166408184,0.987,1,7.18317490992226e-08
"Clcn5",2.16086821863783e-12,1.23066747889213,0.911,0.466,7.94183896395961e-08
"Lmo4",2.19080646659913e-12,0.280261539720096,0.848,0.207,8.05187100669179e-08
"Hs6st2",2.34757948571083e-12,0.473302300327525,0.595,0,8.62805888383301e-08
"Arl5c",2.35297690718389e-12,1.07442699317057,1,0.741,8.64789602697296e-08
"Sult4a1",2.43308694858211e-12,0.31952469734439,0.772,0.155,8.94232446212381e-08
"Zfp296",2.45902264026182e-12,-1.30187001972299,0.671,0.948,9.03764590975428e-08
"Clu",2.67586696725467e-12,1.64862603863884,0.848,0.276,9.83461386475109e-08
"Qser1",3.00085753728893e-12,1.06588282551411,1,0.845,1.1029051706798e-07
"Dynlt1",3.11688639842452e-12,-0.372776904234514,1,1,1.14554925801297e-07
"Cox6b1",3.21491429297388e-12,-0.766455732948609,1,1,1.18157745009669e-07
"Mt2",3.21491429297388e-12,-1.10296750467411,1,1,1.18157745009669e-07
"Rps23",3.21491429297388e-12,-0.408412743784754,1,1,1.18157745009669e-07
"Prss8",3.25019954897345e-12,0.645022251727971,0.835,0.241,1.19454584023421e-07
"Anxa2",3.28207882827432e-12,3.18997984296078,0.899,0.276,1.20626243175566e-07
"Sub1",3.31596345024053e-12,0.703831777746748,1,1,1.2187160468669e-07
"Gm13128",3.415404214347e-12,-0.299284414651438,0.013,0.517,1.25526351089895e-07
"Kdm6b",3.75202083467395e-12,-0.46703348997023,0.975,1,1.37898021736772e-07
"Spred1",3.97629275658916e-12,1.22119648607765,0.975,0.707,1.46140687682921e-07
"Rbp1",4.12114188048178e-12,0.362187279918074,0.759,0.155,1.51464327533347e-07
"Prdx1",4.37732429561459e-12,0.680836230536235,1,1,1.60879799836723e-07
"Gm16580",4.6549982256538e-12,0.621960172911373,1,1,1.71085149787454e-07
"Mboat1",4.74512369339634e-12,0.482478452071784,0.684,0.086,1.74397531103396e-07
"Zfp266",4.79996525968179e-12,1.63958680557496,1,0.966,1.76413123189085e-07
"AU015836",4.87795188688003e-12,0.524404497831647,0.582,0,1.79279365698502e-07
"Sertad4",4.87795188688003e-12,0.802579521703606,0.582,0,1.79279365698502e-07
"Rhou",4.97395501794811e-12,0.533977876364629,0.899,0.448,1.82807768774647e-07
"Mapk3",4.98359154934136e-12,0.687108789354252,0.987,0.638,1.83161940212943e-07
"Hormad1",5.21644241638331e-12,-1.07082061400707,0.481,0.897,1.91719908129336e-07
"Gm10499",5.24645874052623e-12,-1.61902043878849,0.911,1,1.9282309809056e-07
"Rarg",5.72224711538065e-12,0.396232347981412,0.949,0.69,2.10309748231585e-07
"Gm13340",5.94893462079549e-12,0.682817070728561,1,1,2.18641194118097e-07
"Ube4b",6.13363266787579e-12,0.800135868634896,1,0.983,2.25429401442439e-07
"Crmp1",6.36821494358858e-12,0.596044121124471,0.772,0.172,2.34051003821711e-07
"Gfpt2",6.71518311724646e-12,1.33035322925924,0.987,0.552,2.46803125108159e-07
"Cyb5a",6.72209965254588e-12,0.952531572183043,1,0.983,2.47057328530019e-07
"Rps11",6.72209965254588e-12,-0.585069347557937,1,1,2.47057328530019e-07
"Relb",6.98196842034853e-12,-0.703029555646927,0.734,0.983,2.5660828535307e-07
"Ftl1",7.14478730401895e-12,0.815080621384859,1,1,2.62592367784608e-07
"Rnf128",7.21895357017928e-12,0.39507028853649,0.747,0.138,2.65318200564799e-07
"Flna",7.59348815916676e-12,1.91883253865983,1,1,2.79083470313856e-07
"Rab31",7.70045723991217e-12,1.18746788611834,0.962,0.414,2.83014904938492e-07
"Gm10557",7.82807899707933e-12,-0.410508596436314,1,1,2.87705387379657e-07
"Mras",7.91869605995222e-12,-0.423653307270158,0.241,0.776,2.91035836291424e-07
"Accsl",7.92968028068331e-12,-1.0319280761067,0.038,0.569,2.91439539355954e-07
"Zscan4b",8.16695033028755e-12,-2.34733747919561,0,0.483,3.00159925489058e-07
"Eno3",8.84086558802805e-12,0.99436227880367,0.899,0.362,3.24928332956795e-07
"Adgrl2",9.19486479044007e-12,1.13303054940392,0.987,0.621,3.37938865643044e-07
"Afdn",9.39222948495118e-12,1.3058036300817,1,1,3.45192610260411e-07
"Mapk13",9.65608326086652e-12,0.335603907917669,0.924,0.397,3.54890028086627e-07
"Clip3",1.0167104064367e-11,0.390859915584853,0.759,0.121,3.73671575677681e-07
"St8sia6",1.1370064334179e-11,-0.609806458333136,0.013,0.5,4.17883974474079e-07
"Cul4b",1.19619134156343e-11,1.24811318457468,1,0.983,4.39636203764808e-07
"Upf1",1.19619134156343e-11,-0.624148512077362,1,1,4.39636203764808e-07
"Lcp1",1.23265892281502e-11,-0.794962354410024,0.051,0.569,4.53039133902206e-07
"Cdc42",1.23280184499976e-11,1.05579803824244,1,1,4.53091662092761e-07
"Nr6a1",1.26227397620838e-11,1.51806171683197,1,0.621,4.63923554475864e-07
"Perp",1.28391117594114e-11,1.56810749303265,0.734,0.172,4.71875874493647e-07
"Pglyrp1",1.2950364962437e-11,-0.337562172184984,0.101,0.655,4.75964763464446e-07
"Ldhb",1.30927409813967e-11,-1.49166810370672,0.975,1,4.81197509289272e-07
"Tex19.1",1.31728829250581e-11,-1.39721082177069,0.886,0.983,4.84142966144662e-07
"Efnb2",1.34743152154734e-11,0.824108538643502,0.684,0.086,4.95221507114293e-07
"Srp19",1.39053824368108e-11,0.712916195897421,1,1,5.11064520700109e-07
"Prps2",1.43565114030121e-11,1.04871435164058,0.975,0.569,5.27644863594904e-07
"Tecr",1.47665580722623e-11,-1.05093919229989,1,1,5.42715308829857e-07
"Gm8730",1.56799001342993e-11,0.523701727866945,1,1,5.76283369635903e-07
"Aff1",1.59293743243256e-11,-0.814959520633677,0.785,1,5.85452294541938e-07
"Calml4",1.60868370258021e-11,0.583812826288269,0.684,0.069,5.91239521209305e-07
"Csf3r",1.64330413781337e-11,-0.595855207716311,0.101,0.603,6.03963569770548e-07
"Stag2",1.66395055707696e-11,1.17566140586543,1,0.931,6.11551748242495e-07
"Pkd2l1",1.69756474891832e-11,-0.787924717721411,0.025,0.517,6.23905972169951e-07
"Oas1g",1.93091000356348e-11,-0.329448324591893,0.114,0.672,7.09667353609684e-07
"Smarca2",1.93229303792996e-11,-0.77394326589213,0.165,0.707,7.10175660230398e-07
"Sod2",1.93336032823414e-11,-1.22527428160333,1,1,7.10567921435892e-07
"Pcgf5",1.95850375700532e-11,0.516795898647437,0.823,0.241,7.19808885812166e-07
"Gm13147",2.05214537622898e-11,-1.00249814161302,0.975,1,7.54224990125437e-07
"Ptpn14",2.06589359077466e-11,1.14766271860845,0.975,0.466,7.5927787141741e-07
"Wnt7b",2.0736337760159e-11,0.302246351373291,0.582,0.017,7.62122621699123e-07
"Zfp986",2.11424503055802e-11,-0.304731860415351,0.975,1,7.77048476080989e-07
"Nckap1l",2.18607357672564e-11,-0.597626457919163,0.114,0.655,8.03447621653975e-07
"Zfp57",2.24413320084216e-11,-1.56515604719365,1,1,8.24786275305519e-07
"Usp17la",2.28974077502093e-11,-2.16437573368691,0,0.466,8.41548427043443e-07
"Pard6b",2.33339137423871e-11,0.825744171464879,0.911,0.414,8.57591331773952e-07
"Alpl",2.52000491860064e-11,-1.48927593400157,0.911,1,9.26177407733293e-07
"Cbx1",2.52750413866348e-11,0.966842333728689,1,1,9.28933596082987e-07
"Snrpg",2.52750413866348e-11,0.430235259659718,1,1,9.28933596082987e-07
"Sdc1",2.53146748121771e-11,0.751833266572174,0.949,0.448,9.30390243371944e-07
"Tdg",2.55375620828136e-11,0.319135645214087,0.987,0.586,9.38582019229649e-07
"Slc25a24",2.58603724601907e-11,0.571972952835203,0.62,0.052,9.5044626902939e-07
"Cox5a",2.60364932899831e-11,-0.630572074603585,1,1,9.56919237886748e-07
"Gpat2",2.70771648387477e-11,-0.540631751941321,0.165,0.707,9.95167039318494e-07
"Pnma5",2.8284527925954e-11,-0.490294347128968,0.241,0.793,1.03954125486259e-06
"Kdm3a",2.84280701216956e-11,-1.65803355135418,0.937,1,1.04481686118268e-06
"Gm17066",2.9313263928995e-11,-0.753845206187073,1,1,1.07735038918235e-06
"Apod",3.17344259798554e-11,-0.381663875211363,0.152,0.672,1.16633535803762e-06
"Dusp3",3.2677064997414e-11,0.53377780447041,0.949,0.414,1.20098016984996e-06
"mt-Co1",3.29926069675367e-11,-1.11222154580668,1,1,1.21257728387787e-06
"Lgals1",3.49340709144553e-11,1.94398918641946,1,0.897,1.28393190831897e-06
"Ddb1",3.60450949331698e-11,0.928084603864928,1,1,1.32476537407879e-06
"Igfbp4",3.67325062137884e-11,0.365627876658834,0.975,0.69,1.35002980087536e-06
"F2r",3.69701502765543e-11,0.909932254425519,0.886,0.379,1.3587639331142e-06
"Capn2",3.77061570410302e-11,1.11793000239127,0.949,0.362,1.38581438972898e-06
"Spta1",3.89417249755723e-11,0.677414677991508,0.646,0.103,1.43122521802721e-06
"Tmem237",3.99899736241008e-11,0.564360797819691,0.962,0.534,1.46975150060658e-06
"Setd7",4.09368841204587e-11,0.35211877858602,0.911,0.517,1.50455330207922e-06
"Zfp423",4.09621853614702e-11,0.256492695965043,0.747,0.138,1.50548319859012e-06
"Myh10",4.55533687359999e-11,1.38148357630258,1,0.914,1.6742229611542e-06
"Impact",4.56005030276004e-11,1.31916398273975,1,1,1.6759552877734e-06
"Khsrp",4.56005030276004e-11,-0.553374770701906,1,1,1.6759552877734e-06
"Limd2",4.61505481054267e-11,0.452650447200763,0.962,0.621,1.69617109451875e-06
"Fam208b",4.64261181853427e-11,1.15737141054216,1,0.81,1.7062991216659e-06
"Glrx",4.70887450236416e-11,-0.905616197442045,0.544,0.931,1.7306526458539e-06
"Sft2d2",4.7826862999289e-11,0.766122132584758,0.823,0.259,1.75778069581287e-06
"Gm6863",4.83525913039506e-11,0.484005237549955,1,1,1.7771027881941e-06
"Zfp229",4.83715647954645e-11,-1.17250195136315,0.823,0.983,1.77780012092771e-06
"Greb1l",4.9345568978569e-11,0.34007330545013,0.671,0.103,1.81359769666935e-06
"Ppa1",4.97889196913022e-11,1.00482796489201,1,1,1.82989216541443e-06
"Rpl14",4.97889196913022e-11,-0.533079630127093,1,1,1.82989216541443e-06
"Sf3b6",5.12669615927519e-11,0.710426221786251,1,1,1.88421463941841e-06
"Amot",5.25920154317492e-11,0.511775658711117,0.557,0.017,1.93291434316308e-06
"A4galt",5.54920424667826e-11,-1.18333251922355,0.873,1,2.03949903678166e-06
"Tdrd12",5.58630789368265e-11,-1.25326093648076,0.924,1,2.05313574016519e-06
"Myof",5.95663661175592e-11,-1.18398409678118,0.57,0.948,2.18924265391865e-06
"Ets1",6.10187140839168e-11,0.757787708597413,0.57,0.017,2.2426207987262e-06
"Brd4",6.10797573314982e-11,-0.998915768529933,1,1,2.24486432120455e-06
"Bex3",6.28847979834538e-11,1.42894201957826,1,1,2.31120498028588e-06
"Gm7536",6.28847979834538e-11,-0.349366439175946,1,1,2.31120498028588e-06
"Nnmt",6.5629806182894e-11,-0.400657408889601,0.051,0.552,2.4120922666399e-06
"Ccdc112",6.63529987481029e-11,0.303418277234272,0.861,0.31,2.43867176298903e-06
"Raver2",6.65345459113004e-11,0.31135653358372,0.633,0.069,2.44534416587802e-06
"Lrrc31",6.93440537721699e-11,-0.487348620801377,0.456,0.897,2.54860200828856e-06
"Rps15",7.06412575260835e-11,-0.607838565918255,1,1,2.59627813785615e-06
"Slc38a2",7.06412575260835e-11,1.61737007773933,1,0.983,2.59627813785615e-06
"Arhgef5",7.25373445396887e-11,0.36683246242765,0.57,0.017,2.66596502386718e-06
"Gm10324",7.37871211325596e-11,-0.337971278589727,0.848,1,2.71189806298496e-06
"Gpc3",7.48250002543076e-11,1.0053632139807,1,0.931,2.75004323434657e-06
"Ctsc",7.48280940419641e-11,-1.54113837801456,0.722,0.966,2.75015694032431e-06
"Gss",7.83154045186649e-11,-1.46467420488849,0.62,0.931,2.87832606227449e-06
"Gm21092",7.93308369362093e-11,-0.714387469087467,1,0.983,2.9156462499165e-06
"Bcl2l11",7.99891783719282e-11,0.636261443858949,0.975,0.569,2.93984227270348e-06
"Tacstd2",8.23323905067926e-11,0.788899922515768,0.532,0,3.02596234829615e-06
"Abcg1",8.2532639148302e-11,-1.55626391754384,0.861,0.966,3.03332208661754e-06
"Ly75",8.2532639148302e-11,-1.30544097709683,0.861,0.966,3.03332208661754e-06
"Dnajc5g",8.27532863543202e-11,-0.682101264230142,0.013,0.466,3.04143153338033e-06
"Klhl22",8.40654253490059e-11,-1.5910205607011,0.861,0.983,3.08965657785201e-06
"Porcn",8.7186987949114e-11,0.473463556207533,0.608,0.052,3.20438336809379e-06
"Zfp961",8.80845923146211e-11,-1.43564009065865,0.861,1,3.23737302133927e-06
"Spry1",8.976145586457e-11,0.374347085644231,0.709,0.155,3.29900278739054e-06
"Ablim1",9.35372216504091e-11,-0.672384701321492,0.329,0.879,3.43777350731749e-06
"Dmgdh",9.35896283316393e-11,-0.387617304301305,0.013,0.466,3.43969961007274e-06
"D230025D16Rik",9.52335479259031e-11,-1.53421577142908,0.81,0.983,3.50011858692072e-06
"Gcat",9.84796222296294e-11,-1.36207696032392,0.962,0.983,3.61942155580557e-06
"Cd55",9.99034520509842e-11,-1.11074227374066,0.532,0.931,3.67175157322982e-06
"Rpl19",1.05885424364235e-10,-0.468346436656701,1,1,3.89160700165875e-06
"Inpp5d",1.05980108543781e-10,-1.08068771701588,0.81,1,3.89508692930958e-06
"Prss35",1.06755177890601e-10,-0.511671644789169,0.025,0.5,3.92357305301327e-06
"Mmp14",1.11255300001425e-10,0.334323332448264,0.747,0.138,4.08896604095236e-06
"Csnk2a2",1.12154882671225e-10,0.647820566487925,1,1,4.12202840281553e-06
"Ctdspl",1.1929015212622e-10,0.719296489356291,0.658,0.121,4.38427096109495e-06
"Enox1",1.19387071045039e-10,0.413312212110609,0.658,0.086,4.38783302211834e-06
"Dcdc2a",1.20115560142914e-10,-0.404060597611882,0.063,0.552,4.4146071819325e-06
"4930447C04Rik",1.22184440108075e-10,1.08535786401175,1,0.931,4.49064472729208e-06
"Gm11808",1.22244881300047e-10,-0.26646638171926,1,1,4.49286612242063e-06
"Slc25a5",1.22244881300047e-10,0.970082556684608,1,1,4.49286612242063e-06
"E030024N20Rik",1.25801373031036e-10,0.290452622611294,1,1,4.62357786300967e-06
"Plpp2",1.28769647792333e-10,0.389279602695136,0.709,0.138,4.73267086531162e-06
"Patj",1.35615838294902e-10,0.466867761258129,0.924,0.379,4.98428890485255e-06
"Gm10131",1.37088515659468e-10,0.400393381841091,1,1,5.03841421603243e-06
"Esrrb",1.41059444701276e-10,-1.36130375581799,0.975,1,5.18435777110601e-06
"Pde8a",1.45268426244901e-10,-0.717121919384994,0.354,0.862,5.33905046977886e-06
"Platr3",1.48157252584085e-10,-0.435301582851458,0.671,0.966,5.44522350422289e-06
"Fermt1",1.52022761714221e-10,0.346979568662285,0.544,0.017,5.58729256128276e-06
"Cxcl16",1.56146850767435e-10,0.377190969661654,0.57,0.052,5.73886520625555e-06
"Trps1",1.5682945258913e-10,-0.988156403074287,0.608,0.966,5.76395287100831e-06
"Arid5b",1.60399652497951e-10,-0.894585549528957,0.987,0.983,5.89516842825719e-06
"Camk1d",1.61702777983014e-10,-0.394456197055985,0.633,0.983,5.94306219920971e-06
"Cdcp1",1.69131281227204e-10,0.543584009146357,0.696,0.121,6.21608197894343e-06
"Gm20767",1.72631523781775e-10,-0.966660460019995,0,0.431,6.34472639355158e-06
"Tspan1",1.73130764967977e-10,-0.421502260138207,0.063,0.552,6.36307500486807e-06
"Glb1",1.78322636591453e-10,-1.69689682901299,0.886,0.983,6.55389186264566e-06
"Smim15",1.82243320872405e-10,0.880677665624006,1,0.931,6.69798877202351e-06
"Tmed3",1.85309870193918e-10,0.302754054650092,0.772,0.241,6.81069365923708e-06
"Pdpn",1.87496723087216e-10,1.43130929000412,1,0.931,6.89106706362446e-06
"Csde1",1.87587638834719e-10,0.723614277245635,1,1,6.89440849009242e-06
"Nop10",1.87587638834719e-10,0.722291108761898,1,1,6.89440849009242e-06
"Abracl",1.90657816770286e-10,0.365158159339911,0.937,0.672,7.00724673975833e-06
"Arid2",1.92982046526042e-10,1.13386045159177,1,0.966,7.09266915597162e-06
"Hspe1",1.92991389336951e-10,0.54997831200674,1,1,7.09301253230097e-06
"Arih2",2.10131275951779e-10,-1.01504241371702,1,1,7.72295478505575e-06
"Enc1",2.22364100372673e-10,1.82232321850839,1,0.966,8.17254778099686e-06
"Adgre5",2.27092704415893e-10,-0.406185753990481,0.595,0.931,8.34633816539733e-06
"Gm14681",2.28755157498371e-10,0.608493057362096,1,1,8.40743830353763e-06
"Oaz1-ps",2.28755157498371e-10,0.358537899633527,1,1,8.40743830353763e-06
"Pdxk",2.34919525789053e-10,-1.46619152946233,0.924,1,8.63399733132505e-06
"Gm4879",2.42056851208224e-10,0.348607861082803,1,0.983,8.89631545245584e-06
"Rbbp7",2.48988064256686e-10,0.914619244034325,1,1,9.15105832562598e-06
"Dusp27",2.53075483426613e-10,-0.37692603350111,0.215,0.776,9.30128324237831e-06
"Gm9755",2.56112995874553e-10,0.368015898930781,1,1,9.41292093737745e-06
"Ablim2",2.5793040951492e-10,-0.354492830585399,0.063,0.552,9.47971634090185e-06
"Hsf2bp",2.58898470049093e-10,-1.41268467730678,0.835,1,9.51529546971431e-06
"Usp25",2.73353992402144e-10,0.520167551689465,0.785,0.259,1.0046579282756e-05
"Fam162a",2.78438494215344e-10,0.621433062187709,1,0.914,1.02334499778966e-05
"Msi1",2.90579222119414e-10,-0.282077129179317,0.962,0.983,1.06796581505548e-05
"Zfp981",2.94833028813545e-10,-1.03692031115423,1,1,1.08359983079842e-05
"Cd9",3.03236066924424e-10,-0.928292840133697,1,1,1.11448351676733e-05
"1700013H16Rik",3.08939215284154e-10,-0.950920997953242,0.013,0.448,1.13544429793385e-05
"Col4a1",3.17460827066123e-10,0.799721366931537,0.722,0.19,1.16676377771612e-05
"Ybx3",3.20749594920577e-10,0.721501692957238,1,1,1.1788509862116e-05
"Creg1",3.22324722949474e-10,-0.517952823049857,0.392,0.828,1.1846400542562e-05
"Gatad1",3.29857348488482e-10,0.804447558909866,1,0.966,1.21232471289972e-05
"Prag1",3.34660687198784e-10,0.391763199007039,0.759,0.19,1.22997842366169e-05
"Ptprs",3.39249439394602e-10,0.943845042077012,1,0.983,1.24684346460698e-05
"1700030C10Rik",3.39703125145269e-10,-0.269544767088367,0.443,0.862,1.24851089584641e-05
"Haus8",3.68794464637402e-10,-1.203207273803,0.949,1,1.35543029588184e-05
"Sgce",3.76130104607531e-10,0.517609706818474,0.696,0.207,1.38239097346406e-05
"Zfp992",3.794272094178e-10,-0.650142678528394,1,1,1.39450882277324e-05
"Cpt1a",3.88274166600397e-10,-0.938793471226884,0.595,1,1.42702404450644e-05
"Gm4617",4.01222044162951e-10,0.621284681505256,1,1,1.47461137891209e-05
"Lpp",4.07220033070188e-10,2.80409598488341,0.987,0.638,1.49665578754286e-05
"Zmynd8",4.12573050590463e-10,-0.866799459714299,1,1,1.51632973283513e-05
"Gm15500",4.2423731797453e-10,0.445233852659702,1,1,1.55919941475179e-05
"Ppp2r2c",4.34757471690247e-10,-0.633371755482615,0.646,1,1.59786413570316e-05
"Acsl4",4.36020238936263e-10,1.09730224661138,1,0.931,1.60250518416245e-05
"Specc1",4.40857735914405e-10,0.405698071111614,0.772,0.19,1.62028443680621e-05
"Gm5662",4.44877492964608e-10,-5.34698025515903,0.266,0.672,1.63505824989282e-05
"Nr5a2",4.5797427781299e-10,-0.273382845709221,0.532,0.914,1.68319286324608e-05
"Hmgn1",4.74198682969918e-10,0.690666867572701,1,1,1.74282241951934e-05
"Myl12a",5.0128849781593e-10,1.5920430442584,1,1,1.84238561602289e-05
"Fgfbp1",5.094257511324e-10,0.71113522906589,0.797,0.224,1.87229246313691e-05
"Lrrc15",5.14049323267335e-10,-0.491569622835908,0.051,0.5,1.88928547780444e-05
"Ube2k",5.15393994085962e-10,0.857519313648649,1,1,1.89422754646414e-05
"Naprt",5.15682774046303e-10,0.501839200925695,0.709,0.172,1.89528889945238e-05
"Gli2",5.18069191054862e-10,-0.542609727646298,0.494,0.931,1.90405969788393e-05
"Syne2",5.35714501790921e-10,-1.07376010863805,0.835,1,1.96891150843217e-05
"Marcks",5.4477655979672e-10,1.89274062879546,1,0.983,2.00221729022088e-05
"Klf7",5.57063541941227e-10,0.58951709631137,0.873,0.379,2.04737563569659e-05
"Ctsa",5.59817098579317e-10,-1.46333587051324,0.949,1,2.05749578240856e-05
"Arhgap8",5.87831046248438e-10,0.658164658800573,0.949,0.534,2.16045544427689e-05
"Ak3",6.04037693653242e-10,0.39471633313962,0.684,0.103,2.22001973548376e-05
"Bmpr1a",6.08499154745131e-10,0.919471064302231,1,0.966,2.23641694343478e-05
"Pdgfa",6.08499154745131e-10,-0.895964016150801,0.975,1,2.23641694343478e-05
"Bmp8b",6.20261154453223e-10,0.719564946628361,0.494,0,2.27964582096193e-05
