"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Apoe",7.17884705724431e-08,-0.909037469787764,1,1,0.002638441658949
"Ubc",7.17884705724431e-08,0.745431529849443,1,1,0.002638441658949
"Timp2",7.31391308242174e-08,0.471663325625973,0.468,0.052,0.00268808247518246
"Ngdn",7.35482398871975e-08,-0.724613381633852,1,1,0.00270311846057417
"Rps2",7.35482398871975e-08,-0.662865112514533,1,1,0.00270311846057417
"Bnip3l",7.53497582233201e-08,0.827181174786753,1,1,0.00276932966398168
"Ddx3x",7.53497582233201e-08,0.814365357022806,1,1,0.00276932966398168
"Cacna1a",7.71832400662286e-08,-0.511180474530568,0.987,0.966,0.0028367156221541
"Hmgb2",7.71939810409572e-08,-0.576601798955119,1,1,0.0028371103851983
"Krt17",7.72943746432324e-08,0.287061840698002,0.506,0.069,0.00284080015126272
"Zscan5b",7.788262483599e-08,-0.456623079257419,0.063,0.448,0.00286242011059714
"Zfp36",7.8077945997718e-08,0.305545006776877,0.722,0.276,0.00286959874925413
"Gpd2",7.90791380946351e-08,1.0113923424669,1,0.966,0.00290639556239213
"Cks1b",8.10144674471138e-08,0.61651773582248,1,1,0.00297752472208377
"Aldh9a1",8.29352955608704e-08,1.09248238022234,1,0.914,0.00304812091774867
"Sirt6",8.50177709734332e-08,-0.371485198169459,0.987,1,0.00312465813658659
"Zfp990",8.50177709734332e-08,-1.0068195999935,1,1,0.00312465813658659
"Nqo1",8.70905990507798e-08,-1.11982932143482,1,1,0.00320084078691331
"C130073F10Rik",8.83976126352761e-08,-0.459153723830938,0.127,0.552,0.0032488774571843
"Tor3a",8.91463896656079e-08,0.63500736865253,0.772,0.293,0.00327639725938009
"Cdc5l",8.92123213223824e-08,-0.74402289881125,1,1,0.00327882044556152
"Vash2",8.94492720916367e-08,0.361364212557712,0.443,0.034,0.00328752909718392
"Cd63-ps",9.3606921174428e-08,-0.478739026803041,1,1,0.00344033517392375
"Gigyf1",9.3606921174428e-08,-0.297351521662859,1,1,0.00344033517392375
"Asah1",9.58820963512748e-08,-1.01049162875221,1,1,0.0035239546871984
"Naa35",9.82107619388201e-08,-0.925202653470098,1,1,0.00360954013353746
"Uhrf1",9.82107619388201e-08,-1.13996917079032,1,1,0.00360954013353746
"Ppm1l",9.84627968850246e-08,-0.400394841566718,0.241,0.707,0.00361880317391531
"Lrrc34",9.93245123192326e-08,-0.966846835635724,0.747,0.966,0.00365047380126875
"Kpna3",1.00594130289553e-07,0.846940226280456,1,1,0.00369713607053193
"Lrrc58",1.00594130289553e-07,1.11054376267813,1,1,0.00369713607053193
"Nrg1",1.02361849782596e-07,0.257627488827537,0.418,0.017,0.00376210506505974
