"","GeneID","Cluster"
"4013","Neil3","cluster2"
"4014","Rbl1","cluster2"
"4015","Cdc25a","cluster2"
"4016","Cntln","cluster2"
"4017","Mthfd2","cluster2"
"4018","Fbxo5","cluster2"
"4019","Esco2","cluster2"
"4020","Hist1h1d","cluster2"
"4021","Ccdc82","cluster2"
"4022","Ccne2","cluster2"
"4023","Tcf19","cluster2"
"4024","Lrr1","cluster2"
"4025","Stx12","cluster2"
"4026","Tspan5","cluster2"
"4027","Mtap7d1","cluster2"
"4028","Ctdspl2","cluster2"
"4029","Pkmyt1","cluster2"
"4030","St3gal4","cluster2"
"4031","Pold1","cluster2"
"4032","Haus8","cluster2"
"4033","Cep57","cluster2"
"4034","Ube2t","cluster2"
"4035","Rad51","cluster2"
"4036","Casp7","cluster2"
"4037","Atad5","cluster2"
"4038","Uhrf1","cluster2"
"4039","E2f1","cluster2"
"4040","Chaf1b","cluster2"
"4041","Rif1","cluster2"
"4042","Dhfr","cluster2"
"4043","Clspn","cluster2"
"4044","Wdr76","cluster2"
"4045","Coro7","cluster2"
"4046","Tssc1","cluster2"
"4047","Rad54l","cluster2"
"4048","E130303B06Rik","cluster2"
"4049","Dck","cluster2"
"4050","Trmt2b","cluster2"
"4051","Brip1","cluster2"
"4052","Nfkbil1","cluster2"
"4053","Rfwd3","cluster2"
"4054","Traf3ip3","cluster2"
"4055","Foxn2","cluster2"
"4056","Ykt6","cluster2"
"4057","Uvrag","cluster2"
"4058","Slc16a6","cluster2"
"4059","Gatad1","cluster2"
"4060","B4galt1","cluster2"
"4061","Tmf1","cluster2"
"4062","Exoc5","cluster2"
"4063","Ube2d1","cluster2"
"4064","Slmap","cluster2"
"4065","2400003C14Rik","cluster2"
"4066","Fam175b","cluster2"
"4067","Strn4","cluster2"
"4068","Kdm5a","cluster2"
"4069","Hccs","cluster2"
"4070","Srd5a3","cluster2"
"4071","Tbcc","cluster2"
"4072","Ppp2r5d","cluster2"
"4073","Dynlt3","cluster2"
"4074","Nrbf2","cluster2"
"4075","Zcchc7","cluster2"
"4076","Tmem223","cluster2"
"4077","Ap4s1","cluster2"
"4078","Chmp2b","cluster2"
"4079","Ythdf2","cluster2"
"4080","Alkbh5","cluster2"
"4081","Zcchc10","cluster2"
"4082","Pdcd7","cluster2"
"4083","Abhd16a","cluster2"
"4084","Bet1l","cluster2"
"4085","Dnpep","cluster2"
"4086","Psmd5","cluster2"
"4087","Git2","cluster2"
"4088","Ufd1l","cluster2"
"4089","Bre","cluster2"
"4090","Ppp2r3c","cluster2"
"4091","Setd3","cluster2"
"4092","Spsb3","cluster2"
"4093","Ppp2r2d","cluster2"
"4094","Polr3gl","cluster2"
"4095","Sharpin","cluster2"
"4096","Ppm1b","cluster2"
"4097","Nipa2","cluster2"
"4098","Cstf3","cluster2"
"4099","Rad17","cluster2"
"4100","Ttc9c","cluster2"
"4101","Uckl1","cluster2"
"4102","Zfp672","cluster2"
"4103","Agpat6","cluster2"
"4104","Ngrn","cluster2"
"4105","Wdr83","cluster2"
"4106","BC003331","cluster2"
"4107","Htatsf1","cluster2"
"4108","Scoc","cluster2"
"4109","Zc3h7a","cluster2"
"4110","Th1l","cluster2"
"4111","Tnip1","cluster2"
"4112","Ring1","cluster2"
"4113","Hax1","cluster2"
"4114","Nfkbib","cluster2"
"4115","Rbm34","cluster2"
"4116","Gclm","cluster2"
"4117","Trappc3","cluster2"
"4118","Pex13","cluster2"
"4119","Mitd1","cluster2"
"4120","4930534B04Rik","cluster2"
"4121","Fam108c","cluster2"
"4122","2610301G19Rik","cluster2"
"4123","Commd5","cluster2"
"4124","Mettl5","cluster2"
"4125","Mfsd1","cluster2"
"4126","Gtf2h1","cluster2"
"4127","Vps53","cluster2"
"4128","Zzz3","cluster2"
"4129","Abcb10","cluster2"
"4130","Mblac1","cluster2"
"4131","Tsen34","cluster2"
"4132","Erbb2ip","cluster2"
"4133","Zfp91","cluster2"
"4134","Ltbr","cluster2"
"4135","Gmcl1","cluster2"
"4136","Tmem55a","cluster2"
"4137","Naa16","cluster2"
"4138","Zfp148","cluster2"
"4139","2510012J08Rik","cluster2"
"4140","Pigk","cluster2"
"4141","Zdhhc4","cluster2"
"4142","Hras1","cluster2"
"4143","Trim37","cluster2"
"4144","Vps13a","cluster2"
"4145","Tigd2","cluster2"
"4146","Eif2ak1","cluster2"
"4147","Anapc4","cluster2"
"4148","Wrnip1","cluster2"
"4149","Phip","cluster2"
"4150","Gga1","cluster2"
"4151","Gmfb","cluster2"
"4152","Pwp1","cluster2"
"4153","Stx8","cluster2"
"4154","Mfn2","cluster2"
"4155","Zkscan3","cluster2"
"4156","Raf1","cluster2"
"4157","Mcart1","cluster2"
"4158","Brap","cluster2"
"4159","Iah1","cluster2"
"4160","Hagh","cluster2"
"4161","Upf3b","cluster2"
"4162","Tmem183a","cluster2"
"4163","Zdhhc6","cluster2"
"4164","Ttc13","cluster2"
"4165","Ttc14","cluster2"
"4166","Rcn1","cluster2"
"4167","Zrsr2","cluster2"
"4168","U2af1l4","cluster2"
"4169","Cd2bp2","cluster2"
"4170","Cpsf3l","cluster2"
"4171","1110021J02Rik","cluster2"
"4172","Poc1a","cluster2"
"4173","Sgta","cluster2"
"4174","Mpdu1","cluster2"
"4175","Dpp3","cluster2"
"4176","Ctnnbl1","cluster2"
"4177","Commd2","cluster2"
"4178","Anapc16","cluster2"
"4179","Triap1","cluster2"
"4180","5730437N04Rik","cluster2"
"4181","Arcn1","cluster2"
"4182","Letm1","cluster2"
"4183","Sucla2","cluster2"
"4184","Smarca4","cluster2"
"4185","Ilf3","cluster2"
"4186","Ganab","cluster2"
"4187","Mrpl50","cluster2"
"4188","Dnm1l","cluster2"
"4189","Tm2d3","cluster2"
"4190","Exosc4","cluster2"
"4191","Fam96b","cluster2"
"4192","Nemf","cluster2"
"4193","Top3b","cluster2"
"4194","Ash2l","cluster2"
"4195","Aimp2","cluster2"
"4196","Slc35a4","cluster2"
"4197","Sec31a","cluster2"
"4198","Ppil3","cluster2"
"4199","Yif1a","cluster2"
"4200","Nagpa","cluster2"
"4201","Faim","cluster2"
"4202","Blvra","cluster2"
"4203","Comtd1","cluster2"
"4204","Znhit2-ps","cluster2"
"4205","Cirbp","cluster2"
"4206","Clptm1","cluster2"
"4207","Coro1c","cluster2"
"4208","Pex16","cluster2"
"4209","Apip","cluster2"
"4210","Dpf2","cluster2"
"4211","Senp1","cluster2"
"4212","Fam178a","cluster2"
"4213","Gtf2a1","cluster2"
"4214","Stk19","cluster2"
"4215","Meaf6","cluster2"
"4216","Psmd9","cluster2"
"4217","Ankrd54","cluster2"
"4218","Thap7","cluster2"
"4219","Tdp2","cluster2"
"4220","Wee1","cluster2"
"4221","Tubgcp2","cluster2"
"4222","AI314180","cluster2"
"4223","Phrf1","cluster2"
"4224","Ubac2","cluster2"
"4225","Lmnb2","cluster2"
"4226","Prrc2a","cluster2"
"4227","Nudt3","cluster2"
"4228","Rabggtb","cluster2"
"4229","Pgrmc2","cluster2"
"4230","Ino80e","cluster2"
"4231","Ss18","cluster2"
"4232","Tada1","cluster2"
"4233","Ift27","cluster2"
"4234","Haus1","cluster2"
"4235","Mybl2","cluster2"
"4236","Tubg1","cluster2"
"4237","A630055G03Rik","cluster2"
"4238","Pmpca","cluster2"
"4239","Rqcd1","cluster2"
"4240","Ccnl2","cluster2"
"4241","Cab39l","cluster2"
"4242","Bcl2l13","cluster2"
"4243","Tm9sf4","cluster2"
"4244","Pgm2","cluster2"
"4245","Chst13","cluster2"
"4246","Nudt18","cluster2"
"4247","Mphosph6","cluster2"
"4248","Ggta1","cluster2"
"4249","Ift57","cluster2"
"4250","2610002M06Rik","cluster2"
"4251","Cerk","cluster2"
"4252","Hsdl2","cluster2"
"4253","B4galt6","cluster2"
"4254","Impdh1","cluster2"
"4255","Vat1","cluster2"
"4256","Fgl2","cluster2"
"4257","Daglb","cluster2"
"4258","Slc28a2","cluster2"
"4259","Srek1ip1","cluster2"
"4260","Atg12","cluster2"
"4261","Coasy","cluster2"
"4262","Mettl6","cluster2"
"4263","Hrsp12","cluster2"
"4264","Whsc2","cluster2"
"4265","BC002163","cluster2"
"4266","Dalrd3","cluster2"
"4267","Med25","cluster2"
"4268","Ino80c","cluster2"
"4269","Tradd","cluster2"
"4270","Ccdc104","cluster2"
"4271","Smarcad1","cluster2"
"4272","Cwc22","cluster2"
"4273","Capn7","cluster2"
"4274","Tpcn1","cluster2"
"4275","Kdm5b","cluster2"
"4276","Itpk1","cluster2"
"4277","Setd7","cluster2"
"4278","2010321M09Rik","cluster2"
"4279","Zc3h4","cluster2"
"4280","Med7","cluster2"
"4281","Dnajc17","cluster2"
"4282","Dhx36","cluster2"
"4283","Zfx","cluster2"
"4284","Fam100a","cluster2"
"4285","Gmppa","cluster2"
"4286","Gstt2","cluster2"
"4287","Eif2b5","cluster2"
"4288","Pigy","cluster2"
"4289","Akr7a5","cluster2"
"4290","Tmem39a","cluster2"
"4291","Ermp1","cluster2"
"4292","Ptcd3","cluster2"
"4293","1500011H22Rik","cluster2"
"4294","Zfyve19","cluster2"
"4295","Galk2","cluster2"
"4296","Pgcp","cluster2"
"4297","Acp6","cluster2"
"4298","2310009B15Rik","cluster2"
"4299","Araf","cluster2"
"4300","Nup93","cluster2"
"4301","Saal1","cluster2"
"4302","Gpn3","cluster2"
"4303","Mzt2","cluster2"
"4304","Mrrf","cluster2"
"4305","Hps1","cluster2"
"4306","Mlkl","cluster2"
"4307","Commd9","cluster2"
"4308","Pck2","cluster2"
"4309","Zfp326","cluster2"
"4310","H2-DMb1","cluster2"
"4311","H2-DMa","cluster2"
"4312","Bmyc","cluster2"
"4313","Cd93","cluster2"
"4314","Bex6","cluster2"
"4315","Gria3","cluster2"
"4316","Mndal","cluster2"
"4317","Ifi203","cluster2"
"4318","Nudt14","cluster2"
"4319","2010012O05Rik","cluster2"
"4320","Rbm26","cluster2"
"4321","Pex11b","cluster2"
"4322","Btbd2","cluster2"
"4323","Elp2","cluster2"
"4324","Trmt11","cluster2"
"4325","Ado","cluster2"
"4326","Mrps22","cluster2"
"4327","2510002D24Rik","cluster2"
"4328","Slc25a39","cluster2"
"4329","Coq5","cluster2"
"4330","Gnpnat1","cluster2"
"4331","Isg20l2","cluster2"
"4332","Fut8","cluster2"
"4333","1700034H14Rik","cluster2"
"4334","Ifi47","cluster2"
"4335","As3mt","cluster2"
"4336","Coq9","cluster2"
"4337","Eef2k","cluster2"
"4338","Urm1","cluster2"
"4339","Nup107","cluster2"
"4340","Tex2","cluster2"
"4341","Clpb","cluster2"
"4342","Ext2","cluster2"
"4343","Zfp277","cluster2"
"4344","Letmd1","cluster2"
"4345","Lgals9","cluster2"
"4346","Dapp1","cluster2"
"4347","Bbx","cluster2"
"4348","Tbc1d9b","cluster2"
"4349","Mphosph8","cluster2"
"4350","Ehmt2","cluster2"
"4351","Fam98b","cluster2"
"4352","Rars","cluster2"
"4353","Zfp259","cluster2"
"4354","Hdhd2","cluster2"
"4355","Mri1","cluster2"
"4356","2810025M15Rik","cluster2"
"4357","Rg9mtd1","cluster2"
"4358","Ccdc86","cluster2"
"4359","Noa1","cluster2"
"4360","Dnajc10","cluster2"
"4361","Nufip1","cluster2"
"4362","Naa15","cluster2"
"4363","Decr1","cluster2"
"4364","Mthfd1l","cluster2"
"4365","Paox","cluster2"
"4366","Ddx19a","cluster2"
"4367","Tbl3","cluster2"
"4368","Nit2","cluster2"
"4369","Slc29a1","cluster2"
"4370","Parp8","cluster2"
"4371","Dnase2a","cluster2"
"4372","Rabl5","cluster2"
"4373","Gaa","cluster2"
"4374","Arfip2","cluster2"
"4375","Mrpl38","cluster2"
"4376","Chdh","cluster2"
"4377","Mogs","cluster2"
"4378","Pdcd11","cluster2"
"4379","Mef2c","cluster2"
"4380","Abhd14a","cluster2"
"4381","Tmem176b","cluster2"
"4382","Cd34","cluster2"
"4383","Noc2l","cluster2"
"4384","Gpatch4","cluster2"
"4385","Nme4","cluster2"
"4386","Gcsh","cluster2"
"4387","Rangrf","cluster2"
"4388","Ydjc","cluster2"
"4389","Gabarapl1","cluster2"
"4390","Tspan3","cluster2"
"4391","Chchd6","cluster2"
"4392","Macrod1","cluster2"
"4393","Wdr74","cluster2"
"4394","Wdr36","cluster2"
"4395","Nup37","cluster2"
"4396","Ftsj3","cluster2"
"4397","Rrp1b","cluster2"
"4398","Gemin6","cluster2"
"4399","Tmem5","cluster2"
"4400","Pelo","cluster2"
"4401","Mthfd1","cluster2"
"4402","BC048355","cluster2"
"4403","Hsph1","cluster2"
"4404","Ppif","cluster2"
"4405","BC017612","cluster2"
"4406","Smyd2","cluster2"
"4407","Polr3h","cluster2"
"4408","Gm11974","cluster2"
"4409","Lrpprc","cluster2"
"4410","Aen","cluster2"
"4411","Prmt5","cluster2"
"4412","Fam60a","cluster2"
"4413","Nop14","cluster2"
"4414","Kcnn4","cluster2"
"4415","Xrcc6bp1","cluster2"
"4416","Tsr1","cluster2"
"4417","Cd320","cluster2"
"4418","Las1l","cluster2"
"4419","Suclg2","cluster2"
"4420","Ddx10","cluster2"
"4421","1110004E09Rik","cluster2"
"4422","Ndufaf4","cluster2"
"4423","Ccnd2","cluster2"
"4424","Ccdc58","cluster2"
"4425","Eri3","cluster2"
"4426","Scd2","cluster2"
"4427","Pik3ip1","cluster2"
"4428","Timm10","cluster2"
"4429","Nt5dc2","cluster2"
"4430","Tspan4","cluster2"
"4431","Mettl1","cluster2"
"4432","Pdk1","cluster2"
"4433","Selm","cluster2"
"4434","Fkbp11","cluster2"
"4435","Prmt7","cluster2"
"4436","Usp10","cluster2"
"4437","Nfs1","cluster2"
"4438","Dnajc25","cluster2"
"4439","Rabepk","cluster2"
"4440","Gnl2","cluster2"
"4441","Pla2g12a","cluster2"
"4442","Larp1","cluster2"
"4443","Tgif1","cluster2"
"4444","Bfar","cluster2"
"4445","Tmem141","cluster2"
"4446","Sdhaf1","cluster2"
"4447","Guca1a","cluster2"
"4448","R3hdm1","cluster2"
"4449","Strbp","cluster2"
"4450","Mta1","cluster2"
"4451","Rbm6","cluster2"
"4452","Dhrsx","cluster2"
"4453","Pgm1","cluster2"
"4454","Nup153","cluster2"
"4455","Pds5b","cluster2"
"4456","Nudt2","cluster2"
"4457","Bysl","cluster2"
"4458","Tmem192","cluster2"
"4459","Fam105a","cluster2"
"4460","Anxa6","cluster2"
"4461","Rassf4","cluster2"
"4462","Ccdc90b","cluster2"
"4463","Abhd12","cluster2"
"4464","1600002K03Rik","cluster2"
"4465","Pepd","cluster2"
"4466","Mcat","cluster2"
"4467","Tor3a","cluster2"
"4468","Mrpl47","cluster2"
"4469","Tsen15","cluster2"
"4470","Mrps6","cluster2"
"4471","Afg3l2","cluster2"
"4472","Rpap3","cluster2"
"4473","Zmiz2","cluster2"
"4474","Slc16a10","cluster2"
"4475","Trnt1","cluster2"
"4476","Ttc3","cluster2"
"4477","Ube4b","cluster2"
"4478","Bag5","cluster2"
"4479","D10Wsu102e","cluster2"
"4480","BC005561","cluster2"
"4481","Isoc1","cluster2"
"4482","E2f6","cluster2"
"4483","AW112010","cluster2"
"4484","Smyd3","cluster2"
"4485","2610528E23Rik","cluster2"
"4486","2610524H06Rik","cluster2"
"4487","Tmem107","cluster2"
"4488","Nop2","cluster2"
"4489","Dctd","cluster2"
"4490","Zcchc11","cluster2"
"4491","Ak3","cluster2"
"4492","D19Ertd737e","cluster2"
"4493","Twf1","cluster2"
"4494","Phkb","cluster2"
"4495","Ankrd27","cluster2"
"4496","Mbd1","cluster2"
"4497","Lias","cluster2"
"4498","Cluap1","cluster2"
"4499","Haus7","cluster2"
"4500","Cdc6","cluster2"
"4501","Rbmx","cluster2"
"4502","Klhdc3","cluster2"
"4503","Gne","cluster2"
"4504","Zfp511","cluster2"
"4505","Zfp263","cluster2"
"4506","Ncoa7","cluster2"
"4507","Fiz1","cluster2"
"4508","Actr1b","cluster2"
"4509","Tiam1","cluster2"
"4510","Cep164","cluster2"
"4511","Mll2","cluster2"
"4512","Paip1","cluster2"
"4513","Lsm11","cluster2"
"4514","Lipa","cluster2"
"4515","Ccnc","cluster2"
"4516","Rest","cluster2"
"4517","Exosc9","cluster2"
"4518","Rrp8","cluster2"
"4519","Nmd3","cluster2"
"4520","Wdr73","cluster2"
"4521","Adck4","cluster2"
"4522","Fam172a","cluster2"
"4523","Rngtt","cluster2"
"4524","Aptx","cluster2"
"4525","Ube2m","cluster2"
"4526","Dido1","cluster2"
"4527","Mll1","cluster2"
"4528","Glg1","cluster2"
"4529","Rere","cluster2"
"4530","Arid1b","cluster2"
"4531","Hist1h2bc","cluster2"
"4532","Asl","cluster2"
"4533","Phospho2","cluster2"
"4534","Rnf41","cluster2"
"4535","Ccng1","cluster2"
"4536","Rbks","cluster2"
"4537","Nnt","cluster2"
"4538","Ntpcr","cluster2"
"4539","Cul5","cluster2"
"4540","Swap70","cluster2"
"4541","Chd1l","cluster2"
"4542","Med19","cluster2"
"4543","Vac14","cluster2"
"4544","Tada3","cluster2"
"4545","Gtpbp3","cluster2"
"4546","Fbxo3","cluster2"
"4547","Usp3","cluster2"
"4548","Serinc1","cluster2"
"4549","Zdhhc7","cluster2"
"4550","Rfk","cluster2"
"4551","2410091C18Rik","cluster2"
"4552","Sh2b1","cluster2"
"4553","Abcd3","cluster2"
"4554","Mad1l1","cluster2"
"4555","Pex5","cluster2"
"4556","Orai3","cluster2"
"4557","1110049F12Rik","cluster2"
"4558","Grhpr","cluster2"
"4559","Hsf1","cluster2"
"4560","Batf","cluster2"
"4561","3830406C13Rik","cluster2"
"4562","Hnrnpul1","cluster2"
"4563","Ebag9","cluster2"
"4564","Ap2b1","cluster2"
"4565","Cep350","cluster2"
"4566","Hnrnph3","cluster2"
"4567","Setd2","cluster2"
"4568","4933434E20Rik","cluster2"
"4569","3110040N11Rik","cluster2"
"4570","Slc25a46","cluster2"
"4571","Upf3a","cluster2"
"4572","Ddx52","cluster2"
"4573","Sf3a1","cluster2"
"4574","Cby1","cluster2"
"4575","Nomo1","cluster2"
"4576","Josd2","cluster2"
"4577","Mtx1","cluster2"
"4578","Mpv17l2","cluster2"
"4579","Il21r","cluster2"
"4580","Tfec","cluster2"
"4581","Mt1","cluster2"
"4582","Dmkn","cluster2"
"4583","Tfap4","cluster2"
"4584","Chchd5","cluster2"
"4585","Txndc12","cluster2"
"4586","Tmem214","cluster2"
"4587","Zc3h13","cluster2"
"4588","Ep400","cluster2"
"4589","Anapc10","cluster2"
"4590","Cwc27","cluster2"
"4591","Tgs1","cluster2"
"4592","Cldn25","cluster2"
"4593","Dnajc1","cluster2"
"4594","Nrp","cluster2"
"4595","Prcp","cluster2"
"4596","Hscb","cluster2"
"4597","Gart","cluster2"
"4598","Shmt2","cluster2"
"4599","Psat1","cluster2"
"4600","Tcof1","cluster2"
"4601","Polr1c","cluster2"
"4602","Ndufaf2","cluster2"
"4603","Trap1","cluster2"
"4604","Tmem97","cluster2"
"4605","Wdr12","cluster2"
"4606","Qdpr","cluster2"
"4607","Ddx49","cluster2"
"4608","Tceal8","cluster2"
"4609","Mrps18b","cluster2"
"4610","Bphl","cluster2"
"4611","D14Ertd449e","cluster2"
"4612","Snhg4","cluster2"
"4613","Rpf2","cluster2"
"4614","BC005764","cluster2"
"4615","Ppan","cluster2"
"4616","Atad3a","cluster2"
"4617","Nob1","cluster2"
"4618","Ngfrap1","cluster2"
"4619","Parp1","cluster2"
"4620","Thyn1","cluster2"
"4621","Mybbp1a","cluster2"
"4622","Hmgn1","cluster2"
"4623","Nop16","cluster2"
"4624","Spr","cluster2"
"4625","Dusp2","cluster2"
"4626","Fam53a","cluster2"
"4627","St6galnac4","cluster2"
"4628","Sept11","cluster2"
"4629","Mrps30","cluster2"
"4630","Pfkl","cluster2"
"4631","Tufm","cluster2"
"4632","Zfp771","cluster2"
"4633","Ptov1","cluster2"
"4634","Gtf2i","cluster2"
"4635","Wdr77","cluster2"
"4636","Prmt3","cluster2"
"4637","Brix1","cluster2"
"4638","Srprb","cluster2"
"4639","Rpl34","cluster2"
"4640","Esf1","cluster2"
"4641","Yars2","cluster2"
"4642","Prpf8","cluster2"
"4643","Dhrs4","cluster2"
"4644","Oxa1l","cluster2"
"4645","Fam58b","cluster2"
"4646","Znhit3","cluster2"
"4647","Cyb5r3","cluster2"
"4648","Hsd17b4","cluster2"
"4649","Uggt1","cluster2"
"4650","Armcx3","cluster2"
"4651","Pex6","cluster2"
"4652","Akt1s1","cluster2"
"4653","Prpsap1","cluster2"
"4654","Il11ra1","cluster2"
"4655","Erlec1","cluster2"
"4656","Tmem55b","cluster2"
"4657","Apeh","cluster2"
"4658","Zc3h18","cluster2"
"4659","Cand1","cluster2"
"4660","Ube2g1","cluster2"
"4661","Irf3","cluster2"
"4662","Vps4a","cluster2"
"4663","Manbal","cluster2"
"4664","Fadd","cluster2"
"4665","Gtf3c2","cluster2"
"4666","Uhrf2","cluster2"
"4667","Rnf168","cluster2"
"4668","Sh3glb2","cluster2"
"4669","Cherp","cluster2"
"4670","Lsg1","cluster2"
"4671","Runx3","cluster2"
"4672","Otud4","cluster2"
"4673","4833439L19Rik","cluster2"
"4674","Rbm4","cluster2"
"4675","Prrc1","cluster2"
"4676","5830433M19Rik","cluster2"
"4677","2610018G03Rik","cluster2"
"4678","Cenpc1","cluster2"
"4679","Rbmx2","cluster2"
"4680","Ints10","cluster2"
"4681","Eif2d","cluster2"
"4682","Terf1","cluster2"
"4683","2410042D21Rik","cluster2"
"4684","Birc6","cluster2"
"4685","Hnrnpa0","cluster2"
"4686","Trf","cluster2"
"4687","Rxrb","cluster2"
"4688","Eid1","cluster2"
"4689","Dnajc7","cluster2"
"4690","Itga4","cluster2"
"4691","Ptprcap","cluster2"
"4692","2310008H09Rik","cluster2"
"4693","D10Jhu81e","cluster2"
"4694","Poldip2","cluster2"
"4695","Ankrd10","cluster2"
"4696","Pes1","cluster2"
"4697","Twistnb","cluster2"
"4698","Dera","cluster2"
"4699","Tmem70","cluster2"
"4700","Mrpl9","cluster2"
"4701","Sirt3","cluster2"
"4702","Ttc1","cluster2"
"4703","Cstb","cluster2"
"4704","Ctsa","cluster2"
"4705","Rabgap1l","cluster2"
"4706","Golga4","cluster2"
"4707","Ptcd2","cluster2"
"4708","Thumpd1","cluster2"
"4709","B230120H23Rik","cluster2"
"4710","Nup54","cluster2"
"4711","Eci2","cluster2"
"4712","Kit","cluster2"
"4713","2310039H08Rik","cluster2"
"4714","Wdr46","cluster2"
"4715","Ppat","cluster2"
"4716","Ltv1","cluster2"
"4717","Herpud1","cluster2"
"4718","Ccdc107","cluster2"
"4719","Dnaja3","cluster2"
"4720","Ddx56","cluster2"
"4721","Pdf","cluster2"
"4722","Mrpl16","cluster2"
"4723","Tspan31","cluster2"
"4724","Pno1","cluster2"
"4725","Tmx2","cluster2"
"4726","Matk","cluster2"
"4727","Aco2","cluster2"
"4728","Uxt","cluster2"
"4729","Nup62","cluster2"
"4730","Sec23b","cluster2"
"4731","Brca2","cluster2"
"4732","Pola1","cluster2"
"4733","Fxn","cluster2"
"4734","Hddc2","cluster2"
"4735","Mad2l2","cluster2"
"4736","Ubap2","cluster2"
"4737","Cox18","cluster2"
"4738","Mrps35","cluster2"
"4739","Ciapin1","cluster2"
"4740","Pole3","cluster2"
"4741","Arl2","cluster2"
"4742","Sssca1","cluster2"
"4743","Farsb","cluster2"
"4744","Asrgl1","cluster2"
"4745","Icam2","cluster2"
"4746","Dtd1","cluster2"
"4747","Serf1","cluster2"
"4748","Gm6654","cluster2"
"4749","1190007I07Rik","cluster2"
"4750","Prps1","cluster2"
"4751","Pus1","cluster2"
"4752","1110058L19Rik","cluster2"
"4753","Pddc1","cluster2"
"4754","Ide","cluster2"
"4755","Cirh1a","cluster2"
"4756","Phax","cluster2"
"4757","Trmt1","cluster2"
"4758","Mrpl39","cluster2"
"4759","Golgb1","cluster2"
"4760","Pnpo","cluster2"
"4761","Akap8","cluster2"
"4762","Lrrcc1","cluster2"
"4763","Etv6","cluster2"
"4764","Larp4","cluster2"
"4765","Atp6v1b2","cluster2"
"4766","Atp6v1c1","cluster2"
"4767","Atp6v1a","cluster2"
"4768","Tcirg1","cluster2"
"4769","Arsb","cluster2"
"4770","Atp6ap1","cluster2"
"4771","Ppp2r2a","cluster2"
"4772","Phf14","cluster2"
"4773","Mga","cluster2"
"4774","Kpna4","cluster2"
"4775","Mdp1","cluster2"
"4776","Prkaca","cluster2"
"4777","Sepp1","cluster2"
"4778","Ankhd1","cluster2"
"4779","Ift52","cluster2"
"4780","Taf3","cluster2"
"4781","Aida","cluster2"
"4782","1700021F05Rik","cluster2"
"4783","Hes6","cluster2"
"4784","Diablo","cluster2"
"4785","Ripk3","cluster2"
"4786","Iars2","cluster2"
"4787","Ascc1","cluster2"
"4788","Cyb561d2","cluster2"
"4789","Gmds","cluster2"
"4790","Rnaseh1","cluster2"
"4791","Ergic1","cluster2"
"4792","Thop1","cluster2"
"4793","Tmed1","cluster2"
"4794","Eif2b3","cluster2"
"4795","Fibp","cluster2"
"4796","Nol12","cluster2"
"4797","Iqgap2","cluster2"
"4798","Utp14a","cluster2"
"4799","Cpsf2","cluster2"
"4800","Anapc7","cluster2"
"4801","Coq7","cluster2"
"4802","Dnlz","cluster2"
"4803","Armc1","cluster2"
"4804","Tpp2","cluster2"
"4805","Ppp5c","cluster2"
"4806","Rtcd1","cluster2"
"4807","Rbm14","cluster2"
"4808","Ehmt1","cluster2"
"4809","Pppde1","cluster2"
"4810","Supt5h","cluster2"
"4811","Sympk","cluster2"
"4812","Alkbh7","cluster2"
"4813","Gnl3l","cluster2"
"4814","Acadvl","cluster2"
"4815","Ptgr2","cluster2"
"4816","Slc7a6os","cluster2"
"4817","Dnajc24","cluster2"
"4818","Def8","cluster2"
"4819","Alkbh6","cluster2"
"4820","Bdp1","cluster2"
"4821","Abt1","cluster2"
"4822","Cat","cluster2"
"4823","Amz2","cluster2"
"4824","Tmem39b","cluster2"
"4825","Tob2","cluster2"
"4826","Ciao1","cluster2"
"4827","Tmem185b","cluster2"
"4828","Cdk7","cluster2"
"4829","Dnttip1","cluster2"
"4830","Patz1","cluster2"
"4831","Angel2","cluster2"
"4832","Nfyc","cluster2"
"4833","Dhx16","cluster2"
"4834","Iws1","cluster2"
"4835","Skiv2l2","cluster2"
"4836","Rps6kb2","cluster2"
"4837","Nxf1","cluster2"
"4838","Ing3","cluster2"
"4839","Ttc33","cluster2"
"4840","Gpr108","cluster2"
"4841","Slc30a9","cluster2"
"4842","Aga","cluster2"
"4843","Utp23","cluster2"
"4844","Jkamp","cluster2"
"4845","Loh12cr1","cluster2"
"4846","Nanp","cluster2"
"4847","Gmppb","cluster2"
"4848","Sin3a","cluster2"
"4849","Exosc10","cluster2"
"4850","Tmem101","cluster2"
"4851","Tdp1","cluster2"
"4852","Cul4b","cluster2"
"4853","B3gnt8","cluster2"
"4854","5830418K08Rik","cluster2"
"4855","Opa1","cluster2"
"4856","1700012B15Rik","cluster2"
"4857","Pdxdc1","cluster2"
"4858","Enoph1","cluster2"
"4859","Psen2","cluster2"
"4860","Shisa5","cluster2"
"4861","Cd74","cluster2"
"4862","H2-Ab1","cluster2"
"4863","Zcchc9","cluster2"
"4864","Pigp","cluster2"
"4865","1810029B16Rik","cluster2"
"4866","Gfi1","cluster2"
"4867","Dtwd1","cluster2"
"4868","Cox6b2","cluster2"
"4869","Gmpr","cluster2"
"4870","Pigs","cluster2"
"4871","Suv39h1","cluster2"
"4872","Gle1","cluster2"
"4873","Naa40","cluster2"
"4874","Serhl","cluster2"
"4875","Fam173b","cluster2"
"4876","Slc35a1","cluster2"
"4877","Rnf149","cluster2"
"4878","2300009A05Rik","cluster2"
